,Date,Month,Year,Genre,Hours_watched,Hours_streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,freq
302,4-2017,4,2017,Fighting,7554113,156104,240184,589,23344,10500,212,794.99,12
303,4-2017,4,2017,Real Time Strategy (RTS),5506430,109242,134113,604,13250,7652,148,510.01000000000005,10
304,4-2017,4,2017,Racing,1497983,53834,141150,567,8145,2081,73,254.8,4
305,4-2017,4,2017,Pinball,888233,17189,30143,94,1591,1235,23,51.67,1
306,4-2017,4,2017,Platform,3779481,116124,167471,1021,19366,5251,158,565.77,10
307,4-2017,4,2017,Indie,1410850,103273,62604,294,15425,1960,142,249.60999999999999,3
308,4-2017,4,2017,Music,663074,71307,53930,213,13141,921,98,340.3,2
309,4-2017,4,2017,Puzzle,1547079,23607,82251,150,2400,2149,31,1322.22,4
310,4-2017,4,2017,Hack and slash/Beat 'em up,396836,9267,24966,71,1909,551,12,42.82,1
311,5-2017,5,2017,MOBA,98878487,1511331,725945,3253,159424,133078,2033,185.75,4
312,5-2017,5,2017,Strategy,82333868,660182,474564,1743,76332,110808,884,1218.77,8
313,5-2017,5,2017,Turn-based strategy (TBS),39409029,183267,127946,418,25786,53040,246,215.04,1
314,5-2017,5,2017,Card & Board Game,39409029,183267,127946,418,25786,53040,246,215.04,1
315,5-2017,5,2017,Shooter,110400207,5179229,1835913,17794,831592,148564,6948,1787.8699999999997,47
316,5-2017,5,2017,Tactical,23364660,614559,194589,1671,101064,31446,827,38.02,1
317,5-2017,5,2017,Role-playing (RPG),37282721,1539348,570334,5575,193007,50160,2050,2283.100000000001,46
318,5-2017,5,2017,Adventure,16541572,727890,181979,2521,96106,22261,977,263.82,6
319,5-2017,5,2017,nan,8469214,112355,137632,1514,22509,11398,150,1400.9099999999999,2
320,5-2017,5,2017,Sport,12051065,567458,204536,1980,122141,16216,761,151.76,6
321,5-2017,5,2017,Simulator,13736351,572297,294109,2050,92331,18478,759,1215.1999999999998,20
322,5-2017,5,2017,Point-and-click,4933855,99302,31688,311,11374,6640,133,77.71000000000001,2
323,5-2017,5,2017,Fighting,10213800,194308,285047,1562,37095,13743,256,918.8000000000001,9
324,5-2017,5,2017,Real Time Strategy (RTS),4775622,92862,124141,348,12829,6423,121,718.2800000000001,8
325,5-2017,5,2017,Racing,2897145,107063,118337,621,19080,3898,142,228.58,4
326,5-2017,5,2017,Platform,4862211,155715,174195,701,33638,6539,206,460.44,11
327,5-2017,5,2017,Pinball,745228,16929,27277,90,1821,1002,22,44.02,1
328,5-2017,5,2017,Indie,1423726,108272,107187,304,19600,1915,144,773.04,4
329,5-2017,5,2017,Puzzle,1523215,29488,85105,157,2414,2049,38,1827.5500000000002,4
330,5-2017,5,2017,Music,510029,71839,15234,186,16495,686,96,7.1,1
331,6-2017,6,2017,MOBA,133889841,1617564,689387,3699,164369,186213,2247,327.49,5
332,6-2017,6,2017,Strategy,99828764,1591135,615290,5299,218200,138839,2208,867.6899999999999,9
333,6-2017,6,2017,Shooter,97763307,5108023,1319479,16752,853370,135947,7078,1686.7499999999993,51
334,6-2017,6,2017,Role-playing (RPG),44705500,1516848,647286,6640,189453,62155,2086,1429.46,42
335,6-2017,6,2017,Adventure,17318740,777994,177962,3392,100890,24083,1080,291.65,7
336,6-2017,6,2017,nan,8158678,295108,54835,1114,51360,11346,409,476.82,2
337,6-2017,6,2017,Point-and-click,7161182,98299,85685,255,11835,9959,135,128.84,2
338,6-2017,6,2017,Sport,13860279,530582,309433,1658,116733,19275,735,125.56,5
339,6-2017,6,2017,Fighting,12548604,228591,299295,1260,52654,17449,313,563.66,9
340,6-2017,6,2017,Simulator,11472182,561977,307972,1685,99408,15945,772,1029.0300000000002,18
341,6-2017,6,2017,Real Time Strategy (RTS),3187045,76384,130611,269,9571,4428,103,476.38,7
342,6-2017,6,2017,Pinball,1100845,20489,37554,97,1814,1531,28,53.73,1
343,6-2017,6,2017,Platform,4030897,149966,131184,865,35819,5599,202,597.44,13
344,6-2017,6,2017,Racing,1595745,68431,89623,400,10449,2218,94,231.06,4
345,6-2017,6,2017,Indie,1194459,108523,17140,269,18951,1660,150,24.38,2
346,6-2017,6,2017,Music,701793,81956,22284,224,18480,975,113,20.15,2
347,6-2017,6,2017,Puzzle,1234865,31500,93733,209,2677,1716,42,1801.04,4
348,7-2017,7,2017,MOBA,91302333,1449421,354671,2814,141415,122882,1950,185.19,4
349,7-2017,7,2017,Shooter,151540311,5433401,3759490,19162,856290,203930,7289,13449.369999999999,53
350,7-2017,7,2017,Tactical,68139030,625409,945413,1574,105071,91707,841,108.95,1
351,7-2017,7,2017,Strategy,59543096,659451,347884,1622,71925,80136,885,549.39,6
352,7-2017,7,2017,Turn-based strategy (TBS),27058958,162367,141493,352,21973,36418,218,166.65,1
353,7-2017,7,2017,Card & Board Game,27058958,162367,141493,352,21973,36418,218,166.65,1
354,7-2017,7,2017,Role-playing (RPG),49163868,1791301,2406146,7301,204973,66147,2390,5787.400000000001,44
355,7-2017,7,2017,Adventure,18953509,882654,662807,2803,122340,25507,1184,2010.0199999999998,8
356,7-2017,7,2017,Simulator,11185190,602587,275923,1973,99857,15048,805,1096.83,12
357,7-2017,7,2017,Point-and-click,5419951,101710,109083,239,10320,7294,136,127.94,2
358,7-2017,7,2017,Sport,7342249,549324,98793,1786,114785,9880,738,52.93000000000001,4
359,7-2017,7,2017,Fighting,10676891,159122,872965,554,33151,14365,210,953.2499999999999,9
360,7-2017,7,2017,Platform,10727176,206661,1988744,1008,56364,14427,269,11270.660000000002,20
361,7-2017,7,2017,nan,1856527,147744,18432,490,30031,2498,198,12.57,1
362,7-2017,7,2017,Real Time Strategy (RTS),4050540,83728,167990,338,13938,5449,109,530.63,6
363,7-2017,7,2017,Pinball,747848,24019,28073,107,1908,1006,32,31.14,1
364,7-2017,7,2017,Racing,1387849,68351,95004,248,10447,1866,91,207.65,3
365,7-2017,7,2017,Indie,1055260,118387,20170,271,20156,1419,158,20.06,2
366,7-2017,7,2017,Music,789881,78923,113574,188,17335,1062,105,776.01,2
367,7-2017,7,2017,Puzzle,1598495,38994,435666,219,5449,2148,49,2299.7,5
368,7-2017,7,2017,Hack and slash/Beat 'em up,649396,1814,35370,17,1487,873,1,1139.8600000000001,2
369,7-2017,7,2017,Arcade,299969,556,163153,11,72,403,0,539.51,1
370,8-2017,8,2017,MOBA,136319537,1702085,1236784,3692,164703,183470,2288,357.38,5
371,8-2017,8,2017,Strategy,114181129,733729,1223886,2378,81832,153671,985,1089.91,9
372,8-2017,8,2017,Shooter,90886457,4990697,1438600,20217,801919,122296,6694,1018.06,48
373,8-2017,8,2017,Tactical,20163803,642880,209561,1588,105110,27138,865,31.36,1
374,8-2017,8,2017,Role-playing (RPG),45348348,1757790,696913,7223,192758,61014,2341,1380.5200000000002,46
375,8-2017,8,2017,Hack and slash/Beat 'em up,11481830,286588,169284,2067,27674,15452,384,75.63,2
376,8-2017,8,2017,Adventure,18071466,590133,212598,2452,78813,24317,789,909.16,9
377,8-2017,8,2017,Indie,14541118,515980,186848,2222,78195,19569,693,89.64,4
378,8-2017,8,2017,Simulator,12656334,645761,319208,2019,98598,17026,860,838.22,16
379,8-2017,8,2017,Point-and-click,4499315,88632,36338,196,8790,6055,119,50.76,1
380,8-2017,8,2017,Sport,7130580,459392,149290,2430,98524,9595,616,61.03,4
381,8-2017,8,2017,Real Time Strategy (RTS),6310386,120391,145249,622,16886,8490,159,321.42999999999995,7
382,8-2017,8,2017,Fighting,8518251,195320,285702,1506,37238,11459,259,529.97,9
383,8-2017,8,2017,Platform,5406024,176510,117515,877,38741,7271,234,521.62,10
384,8-2017,8,2017,nan,1090397,84169,98507,282,17420,1466,113,2197.2799999999997,2
385,8-2017,8,2017,Pinball,790141,23035,23427,102,1908,1063,31,34.3,1
386,8-2017,8,2017,Puzzle,2671877,63239,171967,583,9493,3594,82,1494.42,7
387,8-2017,8,2017,Music,707127,79270,39415,190,17716,951,106,132.79,2
388,8-2017,8,2017,Racing,1367187,72274,123110,286,10392,1837,95,165.42,4
389,9-2017,9,2017,MOBA,80346990,1377571,424482,2964,134073,111746,1913,181.16,4
390,9-2017,9,2017,Strategy,79196576,689888,469174,2028,69909,110145,956,907.6,9
391,9-2017,9,2017,Turn-based strategy (TBS),38277477,185610,127786,408,24288,53237,258,206.23,1
392,9-2017,9,2017,Card & Board Game,38633249,185965,173356,416,24440,53731,258,1208.3999999999999,2
393,9-2017,9,2017,Shooter,109722147,5427555,1456699,30777,799418,152577,7525,1820.9299999999994,48
394,9-2017,9,2017,Tactical,27290465,557376,287694,1521,91958,37956,775,48.96,1
395,9-2017,9,2017,Role-playing (RPG),44364066,1579710,724822,5770,168737,61681,2173,2116.2300000000005,47
396,9-2017,9,2017,Adventure,18512028,766976,275108,3230,97833,25742,1062,530.6,10
397,9-2017,9,2017,Sport,14663652,510872,236306,3226,106497,20392,707,195.41,7
398,9-2017,9,2017,Point-and-click,5234560,90027,61019,215,9259,7280,125,58.14,1
399,9-2017,9,2017,Simulator,14810550,733242,384191,3990,115853,20590,1009,1145.9199999999998,19
400,9-2017,9,2017,Fighting,8545456,158408,229011,1096,31701,11880,214,957.22,11
401,9-2017,9,2017,Real Time Strategy (RTS),4562815,89850,93409,584,11256,6343,122,341.74,7
402,9-2017,9,2017,Platform,2817714,92874,81272,389,17766,3916,126,226.07,6
403,9-2017,9,2017,Pinball,930623,23315,25906,118,1981,1294,32,39.92,1
404,9-2017,9,2017,Indie,1269940,115204,14014,317,19975,1765,160,25.43,2
405,9-2017,9,2017,Puzzle,2636455,56556,97898,441,6589,3663,75,438.26000000000005,6
406,9-2017,9,2017,nan,577934,46737,8173,204,9861,803,65,12.37,1
407,9-2017,9,2017,Music,530366,74890,8947,208,16822,737,104,7.08,1
408,9-2017,9,2017,Racing,1967156,78008,251634,471,13293,2733,105,578.89,6
409,9-2017,9,2017,Hack and slash/Beat 'em up,165651,8012,11030,38,2469,230,11,20.68,1
410,10-2017,10,2017,MOBA,99729617,1465130,915135,3189,140033,134224,1969,186.31,4
411,10-2017,10,2017,Strategy,78832209,890481,614747,2584,89767,106094,1193,827.1899999999999,11
412,10-2017,10,2017,Turn-based strategy (TBS),33234073,176326,202918,442,22526,44729,237,188.48,1
413,10-2017,10,2017,Card & Board Game,33234073,176326,202918,442,22526,44729,237,188.48,1
414,10-2017,10,2017,Shooter,138728074,5908160,2251729,27416,932362,186687,7926,2517.5099999999998,54
415,10-2017,10,2017,Tactical,28388369,593047,576773,1645,95811,38207,798,47.87,1
416,10-2017,10,2017,Sport,22185130,580633,180564,1966,104229,29858,780,93.72,3
417,10-2017,10,2017,Role-playing (RPG),48283220,1740516,858163,7539,201809,64964,2321,1838.4299999999994,44
418,10-2017,10,2017,Adventure,16315725,615898,228340,3756,69311,21955,823,799.4,10
419,10-2017,10,2017,Simulator,15329162,789650,336762,2769,110866,20621,1055,1495.61,19
420,10-2017,10,2017,Point-and-click,4113583,95005,17962,203,8675,5536,127,43.3,1
421,10-2017,10,2017,Platform,6938329,138571,198285,1523,19364,9333,181,716.1099999999999,11
422,10-2017,10,2017,Fighting,7538312,148111,210698,674,26427,10140,195,590.3999999999999,9
423,10-2017,10,2017,Real Time Strategy (RTS),3377315,83611,53633,327,8968,4543,110,202.89,5
424,10-2017,10,2017,Pinball,1186278,25972,39850,118,2147,1596,34,45.68,1
425,10-2017,10,2017,Puzzle,2311765,62115,79992,401,7883,3109,81,201.48,5
426,10-2017,10,2017,Indie,1266656,118113,21952,300,20402,1703,158,24.47,2
427,10-2017,10,2017,nan,552476,48663,18959,676,11259,743,65,11.35,1
428,10-2017,10,2017,Music,468702,74145,10785,199,17099,630,99,6.32,1
429,10-2017,10,2017,Racing,1034456,79545,75044,348,12382,1390,105,75.61,4
430,11-2017,11,2017,MOBA,127692562,1829750,1386273,4039,174605,177595,2542,280.88,5
431,11-2017,11,2017,Strategy,78323457,774357,515231,2155,87482,108930,1072,829.52,10
432,11-2017,11,2017,Shooter,140517463,5670628,1679938,19194,891907,195414,7862,1288.8500000000001,46
433,11-2017,11,2017,Tactical,25703362,574183,287276,1552,91409,35748,798,44.77,1
434,11-2017,11,2017,Role-playing (RPG),50625891,1753433,738207,8617,193959,70387,2416,1730.3400000000004,45
435,11-2017,11,2017,Adventure,24763227,779115,210190,3974,87419,34439,1081,148.11,5
436,11-2017,11,2017,Sport,15921181,484659,324528,1811,91788,22140,672,125.01,4
437,11-2017,11,2017,Simulator,23153916,738736,481164,2525,109204,32192,1017,1503.3999999999999,21
438,11-2017,11,2017,Platform,14679668,193786,279547,1031,30127,20412,265,640.8299999999998,10
439,11-2017,11,2017,Point-and-click,4388333,115472,30892,1162,9509,6102,160,60.94,2
440,11-2017,11,2017,Fighting,9085543,238952,280520,907,44789,12632,328,598.31,10
441,11-2017,11,2017,Real Time Strategy (RTS),5960280,161874,137213,567,25664,8286,223,248.11,6
442,11-2017,11,2017,Racing,3155674,123968,241670,632,19896,4385,169,262.27000000000004,8
443,11-2017,11,2017,Pinball,861685,27065,23841,143,2323,1198,37,31.84,1
444,11-2017,11,2017,Indie,1419521,121210,21428,342,20482,1973,168,25.77,2
445,11-2017,11,2017,Puzzle,2147048,49554,96437,302,5543,2984,66,2039.84,5
446,11-2017,11,2017,nan,937167,30216,16767,211,6853,1302,41,3704.37,2
447,11-2017,11,2017,Music,1043325,84329,27479,263,19115,1449,116,274.52,3
448,12-2017,12,2017,MOBA,73526568,1528037,385775,3562,152144,98958,2056,177.32,3
449,12-2017,12,2017,Strategy,117834267,2470532,770982,7140,311201,158588,3321,650.5899999999999,10
450,12-2017,12,2017,Turn-based strategy (TBS),42788719,275070,201846,1538,35232,57589,370,155.56,1
451,12-2017,12,2017,Card & Board Game,42788719,275070,201846,1538,35232,57589,370,155.56,1
452,12-2017,12,2017,Shooter,121894239,6022731,1360148,20926,927579,164036,8086,883.5500000000001,43
453,12-2017,12,2017,Role-playing (RPG),95223755,3447177,1103136,13600,413411,128138,4617,2084.06,47
454,12-2017,12,2017,Sport,10942668,489206,134766,1612,94996,14726,657,62.410000000000004,3
455,12-2017,12,2017,Real Time Strategy (RTS),9972446,128996,231206,593,15141,13417,169,445.93,8
456,12-2017,12,2017,Point-and-click,4865733,104357,79031,244,8552,6548,140,46.63,1
457,12-2017,12,2017,Simulator,21337055,899688,522774,3045,148987,28704,1197,1061.7,23
458,12-2017,12,2017,Fighting,7231992,192611,297006,743,39376,9728,255,550.6899999999999,10
459,12-2017,12,2017,Platform,7814601,199675,226162,825,46235,10510,263,714.8399999999999,13
460,12-2017,12,2017,Pinball,1211195,23992,40150,146,2207,1630,32,50.48,1
461,12-2017,12,2017,Indie,2479774,168587,58783,469,31084,3335,226,51.7,3
462,12-2017,12,2017,Racing,1858469,96981,112250,376,14227,2499,129,1251.95,5
463,12-2017,12,2017,Puzzle,3627408,81074,179994,479,13039,4879,107,662.9000000000001,8
464,12-2017,12,2017,Adventure,1297253,55496,42653,443,13294,1744,73,108.62,3
465,12-2017,12,2017,Music,1047364,89366,43143,280,19991,1408,119,263.46000000000004,3
466,12-2017,12,2017,nan,219983,29451,2320,116,6312,296,39,7.47,1
467,1-2018,1,2018,MOBA,94798797,1926954,469357,5126,180536,127589,2592,88.07,2
468,1-2018,1,2018,Shooter,199255914,7205830,4134976,20533,1066942,268154,9677,14665.46,46
469,1-2018,1,2018,Tactical,69836915,785742,1448254,1989,126105,93992,1057,242.74,2
470,1-2018,1,2018,Strategy,74722271,841913,635586,1948,87399,100565,1127,589.75,8
471,1-2018,1,2018,Turn-based strategy (TBS),35066069,240711,286606,487,31766,47195,323,145.68,1
472,1-2018,1,2018,Card & Board Game,35066069,240711,286606,487,31766,47195,323,145.68,1
473,1-2018,1,2018,Simulator,33822350,1036981,629676,4146,152999,45512,1386,901.07,17
474,1-2018,1,2018,Adventure,35215640,484799,617953,4263,97657,47392,649,765.41,8
475,1-2018,1,2018,Role-playing (RPG),76084069,2338347,2522562,9009,282609,102379,3125,3836.92,47
476,1-2018,1,2018,Sport,13457245,548810,230660,2020,109425,18111,738,69.19,3
477,1-2018,1,2018,Real Time Strategy (RTS),12541195,180548,130308,689,20283,16876,241,240.47,5
478,1-2018,1,2018,Point-and-click,4937883,122437,44634,291,10585,6645,164,211.62,2
479,1-2018,1,2018,Fighting,11191358,254074,501998,2590,53637,15058,338,3359.78,10
480,1-2018,1,2018,Pinball,1545724,30469,96446,156,2722,2080,41,50.73,1
481,1-2018,1,2018,Platform,9289822,207754,1968503,763,43183,12493,270,15325.939999999999,20
482,1-2018,1,2018,Puzzle,3067515,70533,544292,346,10410,4125,92,1147.7899999999997,6
483,1-2018,1,2018,Indie,1812761,159719,49993,570,27984,2438,214,72.91,3
484,1-2018,1,2018,Racing,1309900,77569,205628,299,11973,1761,103,2509.3599999999997,3
485,1-2018,1,2018,Music,846208,97354,15183,250,21912,1138,130,224.84,2
486,1-2018,1,2018,Arcade,263922,46,132672,9,15,355,0,5737.43,1
487,1-2018,1,2018,nan,232488,32054,15096,153,6680,312,43,7.25,1
488,1-2018,1,2018,Hack and slash/Beat 'em up,229204,870,4919,6,143,308,1,263.45,1
489,2-2018,2,2018,MOBA,85814443,1702010,338678,3890,159262,127889,2535,109.23,3
490,2-2018,2,2018,Shooter,183754890,7778615,2060859,25953,1091002,273828,11571,974.77,45
491,2-2018,2,2018,Role-playing (RPG),135383005,5847297,1126275,20922,699180,201740,8691,1437.1499999999999,42
492,2-2018,2,2018,Strategy,138790006,4454195,773905,13279,504499,206836,6632,750.43,11
493,2-2018,2,2018,Sport,6722408,483061,83750,1782,98585,10016,718,40.67,3
494,2-2018,2,2018,Point-and-click,4602356,111449,57087,304,10054,6858,165,231.5,2
495,2-2018,2,2018,Fighting,8792810,279138,212685,1204,57573,13100,410,467.86,11
496,2-2018,2,2018,Simulator,18301897,962281,547986,5163,132936,27264,1424,1566.95,23
497,2-2018,2,2018,Adventure,7931534,204918,157504,1204,33726,11817,303,350.65999999999997,6
498,2-2018,2,2018,Indie,5357668,285361,99450,1171,42297,7982,423,90.78999999999999,4
499,2-2018,2,2018,Platform,8840538,233626,256770,1298,46332,13167,344,549.2499999999999,13
500,2-2018,2,2018,Puzzle,5534079,112829,240676,1028,20688,8244,164,2186.3199999999997,8
501,2-2018,2,2018,Pinball,1693081,30789,56456,179,2923,2523,45,54.99,1
502,2-2018,2,2018,Real Time Strategy (RTS),3917474,104354,68058,483,13389,5834,152,240.84,7
503,2-2018,2,2018,Music,833410,91912,18428,259,20651,1241,135,164.66,2
504,2-2018,2,2018,Racing,1262018,75617,105390,423,11224,1878,111,540.49,5
505,2-2018,2,2018,nan,190449,28655,3073,117,5603,283,42,6.65,1
506,3-2018,3,2018,Shooter,237826061,10938804,2669571,35505,1526555,320071,14700,746.3800000000001,40
507,3-2018,3,2018,Role-playing (RPG),177507050,8622753,1653021,27579,1061219,238885,11582,1807.230000000001,49
508,3-2018,3,2018,Strategy,194555228,6875016,1475225,19644,824293,261846,9249,622.39,9
509,3-2018,3,2018,MOBA,94398813,1737434,413386,3557,161512,127049,2336,121.38,3
510,3-2018,3,2018,Simulator,29910895,1302391,519404,7481,174668,40247,1745,602.77,15
511,3-2018,3,2018,Adventure,22232357,687405,507137,6678,94992,29921,924,162.26,4
512,3-2018,3,2018,Sport,13256208,500700,265156,1991,110694,17838,671,637.52,6
513,3-2018,3,2018,Indie,9896578,427587,319712,1308,90117,13318,574,98.25,4
514,3-2018,3,2018,Point-and-click,5903210,120880,118851,290,10496,7944,161,555.04,3
515,3-2018,3,2018,Fighting,8471402,224195,281486,848,43703,11398,297,417.55999999999995,8
516,3-2018,3,2018,Pinball,1756336,35266,47909,178,3219,2363,47,49.8,1
517,3-2018,3,2018,nan,2057611,27424,62510,115,5706,2768,35,1545.5,3
518,3-2018,3,2018,Platform,7279776,202382,238856,1016,38437,9792,265,955.0499999999998,14
519,3-2018,3,2018,Real Time Strategy (RTS),3550720,105320,76997,418,13757,4777,138,264.90999999999997,8
520,3-2018,3,2018,Puzzle,3180028,100642,193838,535,15761,4276,133,2376.0400000000004,9
521,3-2018,3,2018,Racing,1924816,91554,55548,482,12885,2588,121,246.12,5
522,3-2018,3,2018,Music,1093400,115410,37099,333,25166,1470,155,175.65,3
523,3-2018,3,2018,Hack and slash/Beat 'em up,824590,12717,51705,98,2642,1108,16,416.13,3
524,4-2018,4,2018,Shooter,236907844,11793770,2380290,34291,1625116,329478,16382,1540.9900000000002,46
525,4-2018,4,2018,Role-playing (RPG),174447840,9379238,1307283,25754,1124562,242602,13021,2077.5899999999997,48
526,4-2018,4,2018,Strategy,249603152,8796271,1835182,28276,1047445,347147,12228,1411.5700000000002,14
527,4-2018,4,2018,MOBA,80103525,1603716,510730,4181,153225,111408,2229,117.16,3
528,4-2018,4,2018,Simulator,29552324,1102171,533303,4376,155876,41091,1523,927.58,18
529,4-2018,4,2018,Sport,13552701,477611,328430,1775,107931,18845,662,360.27,6
530,4-2018,4,2018,Point-and-click,4022633,112771,56794,260,9631,5594,156,147.93,2
531,4-2018,4,2018,Fighting,7308925,213883,200670,742,38412,10160,293,414.48999999999995,9
532,4-2018,4,2018,Pinball,1507693,36126,45265,185,3316,2096,50,41.73,1
533,4-2018,4,2018,Hack and slash/Beat 'em up,1417791,7880,35215,65,2408,1971,10,179.92,1
534,4-2018,4,2018,Adventure,3257968,84852,98575,496,20371,4529,116,368.26,4
535,4-2018,4,2018,Indie,2715048,237552,74119,800,40178,3774,329,37.91,3
536,4-2018,4,2018,Platform,5850277,185097,188695,683,33444,8130,251,705.1700000000001,12
537,4-2018,4,2018,Puzzle,2429072,50168,115107,245,4519,3376,68,2017.13,5
538,4-2018,4,2018,Real Time Strategy (RTS),2681746,71314,48678,237,8662,3728,97,235.3,6
539,4-2018,4,2018,Music,1185461,123252,27382,350,26401,1647,170,160.46,3
540,4-2018,4,2018,Racing,1562335,85881,125770,426,11889,2170,117,157.27999999999997,4
541,4-2018,4,2018,nan,567392,33545,95905,429,7983,788,45,56.76,2
542,5-2018,5,2018,Shooter,257910704,12133210,2726284,35915,1658877,347096,16309,1414.88,44
543,5-2018,5,2018,Role-playing (RPG),211085972,10126252,1805729,30921,1229207,284074,13602,2017.0499999999997,52
544,5-2018,5,2018,Strategy,236398311,9057314,1245441,22638,1086907,318159,12183,947.2200000000003,15
545,5-2018,5,2018,MOBA,85770988,1582341,531533,3123,154938,115438,2129,83.22999999999999,2
546,5-2018,5,2018,Puzzle,14489968,202312,379797,1350,36791,19498,270,2384.29,7
547,5-2018,5,2018,Adventure,11842688,112117,307973,1086,25977,15937,150,231.07999999999998,3
548,5-2018,5,2018,Sport,12506604,476993,196664,2217,107741,16829,639,382.19000000000005,5
549,5-2018,5,2018,Fighting,15557988,404885,375880,1507,55656,20933,539,627.72,10
550,5-2018,5,2018,Simulator,20488280,915597,441807,3526,134222,27566,1224,825.11,17
551,5-2018,5,2018,Point-and-click,4569105,114930,20452,252,9852,6149,154,39.76,1
552,5-2018,5,2018,Racing,3724893,103458,100882,543,16289,5011,136,378.68000000000006,5
553,5-2018,5,2018,Hack and slash/Beat 'em up,2205774,31403,63341,175,6830,2968,42,70.24,1
554,5-2018,5,2018,Pinball,1591552,37525,45977,182,3304,2142,50,42.41,1
555,5-2018,5,2018,Indie,3086108,255728,157658,657,43923,4152,342,39.42,3
556,5-2018,5,2018,Platform,4820698,166303,157593,603,29852,6481,218,450.65999999999997,10
557,5-2018,5,2018,Music,1861379,143114,58179,402,32824,2503,190,179.01,4
558,5-2018,5,2018,Real Time Strategy (RTS),3113687,82970,89333,419,10930,4187,108,328.13000000000005,8
559,5-2018,5,2018,nan,1185299,36818,79205,355,8109,1595,47,1006.11,3
560,6-2018,6,2018,Shooter,230530402,11360575,4090773,38068,1628373,320601,15781,1327.57,46
561,6-2018,6,2018,Role-playing (RPG),193822011,9219923,2872232,35214,1134450,269550,12802,3135.2200000000003,43
562,6-2018,6,2018,Strategy,222162293,7833431,2231648,27870,963472,308981,10890,1098.36,14
563,6-2018,6,2018,MOBA,81257241,1472076,315369,3643,151145,113013,2046,115.14,2
564,6-2018,6,2018,Simulator,31740926,1121706,580649,4666,165846,44137,1549,702.84,17
565,6-2018,6,2018,Point-and-click,7122540,112033,70446,255,9704,9906,155,63.58,1
566,6-2018,6,2018,Sport,13378961,477794,384468,1925,108901,18604,661,396.03000000000003,6
567,6-2018,6,2018,Puzzle,6611665,173138,220093,660,30813,9193,239,204.57000000000002,5
568,6-2018,6,2018,Adventure,5480811,114294,242486,747,30163,7620,156,2133.16,6
569,6-2018,6,2018,nan,3963833,16523,73206,516,3873,5512,21,4167.01,3
570,6-2018,6,2018,Fighting,9621027,298099,352921,1529,53483,13378,409,574.63,10
571,6-2018,6,2018,Pinball,1784683,38426,42492,180,3435,2482,53,46.44,1
572,6-2018,6,2018,Racing,4182890,130397,210812,964,27441,5815,178,324.71000000000004,5
573,6-2018,6,2018,Indie,2633579,175325,53944,422,31565,3662,242,327.77,3
574,6-2018,6,2018,Platform,6798555,177127,1413474,712,32948,9448,239,1994.52,14
575,6-2018,6,2018,Music,1163967,131125,22087,325,30653,1618,181,25.32,2
576,6-2018,6,2018,Real Time Strategy (RTS),2202160,65709,42438,218,8362,3061,90,169.76,5
577,6-2018,6,2018,Hack and slash/Beat 'em up,528509,11984,169637,67,3431,734,15,474.34000000000003,2
578,7-2018,7,2018,Shooter,281116442,13354288,3197847,35565,1769054,378330,17947,3141.85,52
579,7-2018,7,2018,Role-playing (RPG),224326963,10431975,1907891,28106,1221502,301897,14015,2029.82,47
580,7-2018,7,2018,Strategy,229645324,9360390,1247002,22758,1075972,309074,12591,804.6700000000001,12
581,7-2018,7,2018,MOBA,84103149,1524534,270137,3113,153876,113193,2050,107.21000000000001,2
582,7-2018,7,2018,Simulator,26928271,1163100,351698,3507,159187,36234,1556,417.51000000000005,16
583,7-2018,7,2018,Point-and-click,3981997,102767,17396,235,9846,5359,138,38.75,1
584,7-2018,7,2018,Sport,8003374,468993,239601,1561,108563,10768,628,10933.03,6
585,7-2018,7,2018,Indie,6314312,467292,103159,1183,98042,8495,627,59.19,4
586,7-2018,7,2018,nan,2879852,19217,60915,211,4566,3875,25,4607.320000000001,2
587,7-2018,7,2018,Fighting,7536415,240059,259604,656,38852,10141,318,386.15999999999997,8
588,7-2018,7,2018,Platform,8124702,294222,337986,907,53686,10928,391,443.9,12
589,7-2018,7,2018,Pinball,1587411,39203,43534,183,3450,2136,52,40.49,1
590,7-2018,7,2018,Real Time Strategy (RTS),3645130,85366,104166,267,10135,4903,112,247.7,6
591,7-2018,7,2018,Puzzle,4134781,121209,98689,426,19776,5563,160,467.46999999999997,5
592,7-2018,7,2018,Music,2021771,162647,50035,404,35863,2718,216,178.73000000000002,4
593,7-2018,7,2018,Racing,2933307,128410,129741,538,22457,3944,170,163.62,5
594,7-2018,7,2018,Adventure,1183588,31217,47259,101,5778,1591,40,400.28000000000003,3
595,8-2018,8,2018,Shooter,248876758,13724547,2235900,36306,1859047,334940,18450,1491.92,43
596,8-2018,8,2018,Role-playing (RPG),241600458,11831523,2586541,47335,1327489,325141,15897,3382.6200000000003,57
597,8-2018,8,2018,Strategy,261647332,9719723,2025782,23043,1165270,352142,13077,752.4700000000001,12
598,8-2018,8,2018,MOBA,87022989,1606633,1090916,3072,157504,117123,2162,98.47999999999999,2
599,8-2018,8,2018,Simulator,25737013,1355119,764414,5179,207116,34628,1815,935.38,19
600,8-2018,8,2018,Adventure,9760296,159915,260313,3145,31971,13135,214,116.66,2
601,8-2018,8,2018,Indie,13401754,530274,291325,3787,114828,18035,711,123.23999999999998,4
